experiment,model,phase,window_id,day,y_true,y_score,f1,pr_auc,roc_auc,fpr,n
B,RandomForest,1,44,mon,0.0,0.03841874759358581,0.0,0.5,,0.0,20
B,RandomForest,1,45,mon,0.0,0.10313311597660771,0.0,0.5,,0.0,20
B,RandomForest,1,46,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,47,mon,0.0,0.01,0.0,0.5,,0.0,20
B,RandomForest,1,48,mon,0.0,0.018072263767907028,0.0,0.5,,0.0,20
B,RandomForest,1,49,mon,0.0,0.14047801135965615,0.0,0.5,,0.0,20
B,RandomForest,1,50,mon,0.0,0.01824680126826325,0.0,0.5,,0.0,20
B,RandomForest,1,51,mon,0.0,0.019944419315364805,0.0,0.5,,0.0,20
B,RandomForest,1,52,mon,0.0,0.09832343846661969,0.0,0.5,,0.0,20
B,RandomForest,1,53,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,54,mon,0.0,0.02,0.0,0.5,,0.0,20
B,RandomForest,1,55,mon,0.0,0.027938586537501395,0.0,0.5,,0.0,20
B,RandomForest,1,56,mon,0.0,0.014936572634234592,0.0,0.5,,0.0,20
B,RandomForest,1,57,mon,0.0,0.03288275250265534,0.0,0.5,,0.0,20
B,RandomForest,1,58,mon,0.0,0.017903198945900835,0.0,0.5,,0.0,20
B,RandomForest,1,59,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,60,mon,0.0,0.014969854372508211,0.0,0.5,,0.0,20
B,RandomForest,1,61,mon,0.0,0.022330145235556095,0.0,0.5,,0.0,20
B,RandomForest,1,62,mon,0.0,0.019255681887984197,0.0,0.5,,0.0,20
B,RandomForest,1,63,mon,0.0,0.03288275250265534,0.0,0.5,,0.0,20
B,RandomForest,1,64,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,65,mon,0.0,0.09097159991263445,0.0,0.5,,0.0,20
B,RandomForest,1,66,mon,0.0,0.03973115566336508,0.0,0.5,,0.0,20
B,RandomForest,1,67,mon,0.0,0.02,0.0,0.5,,0.0,20
B,RandomForest,1,68,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,69,mon,0.0,0.1299208495769063,0.0,0.5,,0.0,20
B,RandomForest,1,70,mon,0.0,0.023730714689963173,0.0,0.5,,0.0,20
B,RandomForest,1,71,mon,0.0,0.17585000832408546,0.0,0.5,,0.0,20
B,RandomForest,1,72,mon,0.0,0.024918823664931335,0.0,0.5,,0.0,20
B,RandomForest,1,73,mon,0.0,0.03267878288293401,0.0,0.5,,0.0,20
B,RandomForest,1,74,mon,0.0,0.0547311556633651,0.0,0.5,,0.0,20
B,RandomForest,1,75,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,76,mon,0.0,0.09581029798931824,0.0,0.5,,0.0,20
B,RandomForest,1,77,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,78,mon,0.0,0.024742701135014106,0.0,0.5,,0.0,20
B,RandomForest,1,79,mon,0.0,0.024742701135014106,0.0,0.5,,0.0,20
B,RandomForest,1,80,mon,0.0,0.06973115566336509,0.0,0.5,,0.0,20
B,RandomForest,1,81,mon,0.0,0.01992068025915685,0.0,0.5,,0.0,20
B,RandomForest,1,82,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,83,mon,0.0,0.019442715423452182,0.0,0.5,,0.0,20
B,RandomForest,1,84,mon,0.0,0.023549495008862817,0.0,0.5,,0.0,20
B,RandomForest,1,85,mon,0.0,0.03973115566336508,0.0,0.5,,0.0,20
B,RandomForest,1,86,mon,0.0,0.08675964404091786,0.0,0.5,,0.0,20
B,RandomForest,1,87,mon,0.0,0.16115726689842344,0.0,0.5,,0.0,20
B,RandomForest,1,88,mon,0.0,0.03462791300192993,0.0,0.5,,0.0,20
B,RandomForest,1,89,mon,0.0,0.024941725932531997,0.0,0.5,,0.0,20
B,RandomForest,1,90,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,91,mon,0.0,0.08825979363159622,0.0,0.5,,0.0,20
B,RandomForest,1,92,mon,0.0,0.14047801135965615,0.0,0.5,,0.0,20
B,RandomForest,1,93,mon,0.0,0.08825979363159622,0.0,0.5,,0.0,20
B,RandomForest,1,94,mon,0.0,0.015839707361202854,0.0,0.5,,0.0,20
B,RandomForest,1,95,mon,0.0,0.04473115566336508,0.0,0.5,,0.0,20
B,RandomForest,1,96,mon,0.0,0.02769911262846181,0.0,0.5,,0.0,20
B,RandomForest,1,97,mon,0.0,0.024742701135014106,0.0,0.5,,0.0,20
B,RandomForest,1,98,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,99,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,100,mon,0.0,0.0956230519152974,0.0,0.5,,0.0,20
B,RandomForest,1,101,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,102,mon,0.0,0.044682794410546484,0.0,0.5,,0.0,20
B,RandomForest,1,103,mon,0.0,0.01600029342310829,0.0,0.5,,0.0,20
B,RandomForest,1,104,mon,0.0,0.03462791300192993,0.0,0.5,,0.0,20
B,RandomForest,1,105,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,106,mon,0.0,0.03365604940742383,0.0,0.5,,0.0,20
B,RandomForest,1,107,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,108,mon,0.0,0.09063304189319042,0.0,0.5,,0.0,20
B,RandomForest,1,109,mon,0.0,0.13303859989976788,0.0,0.5,,0.0,20
B,RandomForest,1,110,mon,0.0,0.024402489765976546,0.0,0.5,,0.0,20
B,RandomForest,1,111,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,112,mon,0.0,0.0956230519152974,0.0,0.5,,0.0,20
B,RandomForest,1,113,mon,0.0,0.03288275250265534,0.0,0.5,,0.0,20
B,RandomForest,1,114,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,115,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,116,mon,0.0,0.024952910135709744,0.0,0.5,,0.0,20
B,RandomForest,1,117,mon,0.0,0.17081774909846112,0.0,0.5,,0.0,20
B,RandomForest,1,118,mon,0.0,0.21065671932547414,0.0,0.5,,0.0,20
B,RandomForest,1,119,mon,0.0,0.0684072021219368,0.0,0.5,,0.0,20
B,RandomForest,1,120,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,121,mon,0.0,0.049662464665018696,0.0,0.5,,0.0,20
B,RandomForest,1,122,mon,0.0,0.019984107624922257,0.0,0.5,,0.0,20
B,RandomForest,1,123,mon,0.0,0.023549495008862817,0.0,0.5,,0.0,20
B,RandomForest,1,124,mon,0.0,0.09554399057942016,0.0,0.5,,0.0,20
B,RandomForest,1,125,mon,0.0,0.16977092915950887,0.0,0.5,,0.0,20
B,RandomForest,1,126,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,127,mon,0.0,0.03840720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,128,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,129,mon,0.0,0.08825979363159622,0.0,0.5,,0.0,20
B,RandomForest,1,130,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,131,mon,0.0,0.17081774909846112,0.0,0.5,,0.0,20
B,RandomForest,1,132,mon,0.0,0.044682794410546484,0.0,0.5,,0.0,20
B,RandomForest,1,133,mon,0.0,0.08675964404091786,0.0,0.5,,0.0,20
B,RandomForest,1,134,mon,0.0,0.10475542309848622,0.0,0.5,,0.0,20
B,RandomForest,1,135,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,136,mon,0.0,0.03999545002294168,0.0,0.5,,0.0,20
B,RandomForest,1,137,mon,0.0,0.19893468878484144,0.0,0.5,,0.0,20
B,RandomForest,1,138,mon,0.0,0.08966831249627283,0.0,0.5,,0.0,20
B,RandomForest,1,139,mon,0.0,0.09813583088453676,0.0,0.5,,0.0,20
B,RandomForest,1,140,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,141,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,142,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,143,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,144,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,145,mon,0.0,0.09635250800197817,0.0,0.5,,0.0,20
B,RandomForest,1,146,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,147,mon,0.0,0.2156424398036755,0.0,0.5,,0.0,20
B,RandomForest,1,148,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,149,mon,0.0,0.017903198945900835,0.0,0.5,,0.0,20
B,RandomForest,1,150,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,151,mon,0.0,0.2500956909433098,0.0,0.5,,0.0,20
B,RandomForest,1,152,mon,0.0,0.1966404716985577,0.0,0.5,,0.0,20
B,RandomForest,1,153,mon,0.0,0.3109002114787946,0.0,0.5,,0.0,20
B,RandomForest,1,154,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,155,mon,0.0,0.024952910135709744,0.0,0.5,,0.0,20
B,RandomForest,1,156,mon,0.0,0.1349208495769063,0.0,0.5,,0.0,20
B,RandomForest,1,157,mon,0.0,0.2549612752838559,0.0,0.5,,0.0,20
B,RandomForest,1,158,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,159,mon,0.0,0.05558920703501226,0.0,0.5,,0.0,20
B,RandomForest,1,160,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,161,mon,0.0,0.09948186144826268,0.0,0.5,,0.0,20
B,RandomForest,1,162,mon,0.0,0.0916429156140283,0.0,0.5,,0.0,20
B,RandomForest,1,163,mon,0.0,0.08675964404091786,0.0,0.5,,0.0,20
B,RandomForest,1,164,mon,0.0,0.01824680126826325,0.0,0.5,,0.0,20
B,RandomForest,1,165,mon,0.0,0.024984107624922255,0.0,0.5,,0.0,20
B,RandomForest,1,166,mon,0.0,0.027938586537501395,0.0,0.5,,0.0,20
B,RandomForest,1,167,mon,0.0,0.25155128052940146,0.0,0.5,,0.0,20
B,RandomForest,1,168,mon,0.0,0.2513460832755787,0.0,0.5,,0.0,20
B,RandomForest,1,169,mon,0.0,0.024742701135014106,0.0,0.5,,0.0,20
B,RandomForest,1,170,mon,0.0,0.14551929640685338,0.0,0.5,,0.0,20
B,RandomForest,1,171,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,172,mon,0.0,0.044682794410546484,0.0,0.5,,0.0,20
B,RandomForest,1,173,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,174,mon,0.0,0.02477925557927412,0.0,0.5,,0.0,20
B,RandomForest,1,175,mon,0.0,0.045,0.0,0.5,,0.0,20
B,RandomForest,1,176,mon,0.0,0.023549495008862817,0.0,0.5,,0.0,20
B,RandomForest,1,177,mon,0.0,0.043124710587244784,0.0,0.5,,0.0,20
B,RandomForest,1,178,mon,0.0,0.16115726689842344,0.0,0.5,,0.0,20
B,RandomForest,1,179,mon,0.0,0.16051929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,180,mon,0.0,0.024402489765976546,0.0,0.5,,0.0,20
B,RandomForest,1,181,mon,0.0,0.023549495008862817,0.0,0.5,,0.0,20
B,RandomForest,1,182,mon,0.0,0.03497254775534102,0.0,0.5,,0.0,20
B,RandomForest,1,183,mon,0.0,0.12551929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,184,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,185,mon,0.0,0.023549495008862817,0.0,0.5,,0.0,20
B,RandomForest,1,186,mon,0.0,0.019763030880541908,0.0,0.5,,0.0,20
B,RandomForest,1,187,mon,0.0,0.272475750043183,0.0,0.5,,0.0,20
B,RandomForest,1,188,mon,0.0,0.04999730661716719,0.0,0.5,,0.0,20
B,RandomForest,1,189,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,190,mon,0.0,0.022105610801228515,0.0,0.5,,0.0,20
B,RandomForest,1,191,mon,0.0,0.18648909015828732,0.0,0.5,,0.0,20
B,RandomForest,1,192,mon,0.0,0.13051929640685336,0.0,0.5,,0.0,20
B,RandomForest,1,193,mon,0.0,0.023730714689963173,0.0,0.5,,0.0,20
B,RandomForest,1,194,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,195,mon,0.0,0.13303859989976788,0.0,0.5,,0.0,20
B,RandomForest,1,196,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,197,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,198,mon,0.0,0.09625620407022505,0.0,0.5,,0.0,20
B,RandomForest,1,199,mon,0.0,0.08578340883021422,0.0,0.5,,0.0,20
B,RandomForest,1,200,mon,0.0,0.10060879143898983,0.0,0.5,,0.0,20
B,RandomForest,1,201,mon,0.0,0.08966831249627283,0.0,0.5,,0.0,20
B,RandomForest,1,202,mon,0.0,0.09029112084646662,0.0,0.5,,0.0,20
B,RandomForest,1,203,mon,0.0,0.0798422314875987,0.0,0.5,,0.0,20
B,RandomForest,1,204,mon,0.0,0.13303859989976788,0.0,0.5,,0.0,20
B,RandomForest,1,205,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,206,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,207,mon,0.0,0.01992068025915685,0.0,0.5,,0.0,20
B,RandomForest,1,208,mon,0.0,0.2300349651178221,0.0,0.5,,0.0,20
B,RandomForest,1,209,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,210,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,211,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,212,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,213,mon,0.0,0.03784046914673628,0.0,0.5,,0.0,20
B,RandomForest,1,214,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,215,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,216,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,217,mon,0.0,0.03,0.0,0.5,,0.0,20
B,RandomForest,1,218,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,219,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,220,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,221,mon,0.0,0.07,0.0,0.5,,0.0,20
B,RandomForest,1,222,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,223,mon,0.0,0.0956230519152974,0.0,0.5,,0.0,20
B,RandomForest,1,224,mon,0.0,0.005585069528482577,0.0,0.5,,0.0,20
B,RandomForest,1,225,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,226,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,227,mon,0.0,0.25655128052940146,0.0,0.5,,0.0,20
B,RandomForest,1,228,mon,0.0,0.005,0.0,0.5,,0.0,20
B,RandomForest,1,229,mon,0.0,0.03840720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,230,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,231,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,232,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,233,mon,0.0,0.07974270113501411,0.0,0.5,,0.0,20
B,RandomForest,1,234,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,235,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,236,mon,0.0,0.14799731485257067,0.0,0.5,,0.0,20
B,RandomForest,1,237,mon,0.0,0.009962168284668062,0.0,0.5,,0.0,20
B,RandomForest,1,238,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,239,mon,0.0,0.15299731485257065,0.0,0.5,,0.0,20
B,RandomForest,1,240,mon,0.0,0.17109193484623808,0.0,0.5,,0.0,20
B,RandomForest,1,241,mon,0.0,0.07886374930227434,0.0,0.5,,0.0,20
B,RandomForest,1,242,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,243,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,244,mon,0.0,0.005,0.0,0.5,,0.0,20
B,RandomForest,1,245,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,246,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,247,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,248,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,249,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,250,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,251,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,252,mon,0.0,0.08893862531014879,0.0,0.5,,0.0,20
B,RandomForest,1,253,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,254,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,255,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,256,mon,0.0,0.191435274444735,0.0,0.5,,0.0,20
B,RandomForest,1,257,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,258,mon,0.0,0.08675964404091786,0.0,0.5,,0.0,20
B,RandomForest,1,259,mon,0.0,0.08675964404091786,0.0,0.5,,0.0,20
B,RandomForest,1,260,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,261,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,262,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,263,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,264,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,265,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,266,mon,0.0,0.07886374930227434,0.0,0.5,,0.0,20
B,RandomForest,1,267,mon,0.0,0.0633234384666197,0.0,0.5,,0.0,20
B,RandomForest,1,268,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,269,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,270,mon,0.0,0.09060516330569182,0.0,0.5,,0.0,20
B,RandomForest,1,271,mon,0.0,0.01992068025915685,0.0,0.5,,0.0,20
B,RandomForest,1,272,mon,0.0,0.0956230519152974,0.0,0.5,,0.0,20
B,RandomForest,1,273,mon,0.0,0.10822719509681544,0.0,0.5,,0.0,20
B,RandomForest,1,274,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,275,mon,0.0,0.196435274444735,0.0,0.5,,0.0,20
B,RandomForest,1,276,mon,0.0,0.16977092915950887,0.0,0.5,,0.0,20
B,RandomForest,1,277,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,278,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,279,mon,0.0,0.044682794410546484,0.0,0.5,,0.0,20
B,RandomForest,1,280,mon,0.0,0.08118908870382398,0.0,0.5,,0.0,20
B,RandomForest,1,281,mon,0.0,0.09554399057942016,0.0,0.5,,0.0,20
B,RandomForest,1,282,mon,0.0,0.03840720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,283,mon,0.0,0.00810881821216704,0.0,0.5,,0.0,20
B,RandomForest,1,284,mon,0.0,0.0810744134405198,0.0,0.5,,0.0,20
B,RandomForest,1,285,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,286,mon,0.0,0.09813583088453676,0.0,0.5,,0.0,20
B,RandomForest,1,287,mon,0.0,0.08259290268619329,0.0,0.5,,0.0,20
B,RandomForest,1,288,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,289,mon,0.0,0.08148735290946303,0.0,0.5,,0.0,20
B,RandomForest,1,290,mon,0.0,0.09581029798931824,0.0,0.5,,0.0,20
B,RandomForest,1,291,mon,0.0,0.01477925557927412,0.0,0.5,,0.0,20
B,RandomForest,1,292,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,293,mon,0.0,0.08560314081975562,0.0,0.5,,0.0,20
B,RandomForest,1,294,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,295,mon,0.0,0.09060516330569182,0.0,0.5,,0.0,20
B,RandomForest,1,296,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,297,mon,0.0,0.09029112084646662,0.0,0.5,,0.0,20
B,RandomForest,1,298,mon,0.0,0.07886374930227434,0.0,0.5,,0.0,20
B,RandomForest,1,299,mon,0.0,0.08118908870382398,0.0,0.5,,0.0,20
B,RandomForest,1,300,mon,0.0,0.04467701174246845,0.0,0.5,,0.0,20
B,RandomForest,1,301,mon,0.0,0.07017629761249884,0.0,0.5,,0.0,20
B,RandomForest,1,302,mon,0.0,0.10456165278188027,0.0,0.5,,0.0,20
B,RandomForest,1,303,mon,0.0,0.09554399057942016,0.0,0.5,,0.0,20
B,RandomForest,1,304,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,305,mon,0.0,0.03340720212193679,0.0,0.5,,0.0,20
B,RandomForest,1,306,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,307,mon,0.0,0.01824680126826325,0.0,0.5,,0.0,20
B,RandomForest,1,308,mon,0.0,0.0956230519152974,0.0,0.5,,0.0,20
B,RandomForest,1,309,mon,0.0,0.029916130282098528,0.0,0.5,,0.0,20
B,RandomForest,1,310,mon,0.0,0.08825979363159622,0.0,0.5,,0.0,20
B,RandomForest,1,311,mon,0.0,0.06464739200804799,0.0,0.5,,0.0,20
B,RandomForest,1,312,mon,0.0,0.014766300241828807,0.0,0.5,,0.0,20
B,RandomForest,1,313,mon,0.0,0.01992068025915685,0.0,0.5,,0.0,20
B,RandomForest,1,314,mon,0.0,0.028182716886007417,0.0,0.5,,0.0,20
B,RandomForest,1,315,mon,0.0,0.01992068025915685,0.0,0.5,,0.0,20
B,RandomForest,1,316,mon,0.0,0.034731155663365085,0.0,0.5,,0.0,20
B,RandomForest,1,317,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,318,mon,0.0,0.005,0.0,0.5,,0.0,20
B,RandomForest,1,319,mon,0.0,0.06708876749744808,0.0,0.5,,0.0,20
B,RandomForest,1,320,mon,0.0,0.07749852391156231,0.0,0.5,,0.0,20
B,RandomForest,1,321,mon,0.0,0.009962168284668062,0.0,0.5,,0.0,20
B,RandomForest,1,322,mon,0.0,0.017903198945900835,0.0,0.5,,0.0,20
B,RandomForest,1,323,mon,0.0,0.017903198945900835,0.0,0.5,,0.0,20
